title,location,company
"Aprendiz Universitario en Ingeniería de Software, Ingeniería en Analítica de datos, Afines (35639)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (36097)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Afines (36067)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (35633)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería de Software, Carreras Afines (36101)",Colombia,Bancolombia
Auxiliar de sistemas,"Bogota, D.C., Capital District, Colombia",Multiempleos S.A.
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (35595)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (35342)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (35581)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (35600)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (35576)",Colombia,Bancolombia
Aprendiz Universitario en ingeniería de Sistemas o Ingeniería Informática (35191),Colombia,Bancolombia
Analista de Desarrollo SQL Junior,"Medellín, Antioquia, Colombia",Complementos Humanos
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (35577)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (35580)",Colombia,Bancolombia
Analista Jr de continuidad de negocio,"Bogota, D.C., Capital District, Colombia",Ualá
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (35579)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Estadística (35852)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería de Software, Carreras Afines (35848)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (35574)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería Financiera, Ingeniería de Sistemas, Carreras Afines (35564)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Afines (35575)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática (35254)",Colombia,Bancolombia
Analista Junior de Proyectos Tecnología,"Palmira, Valle del Cauca, Colombia",Organización Carvajal
Tu primer empleo en Google Cloud,"Sevilla, Valle del Cauca, Colombia",Accenture Colombia
Analista de procesos y sistemas de información | Sabaneta Ant,"Sabaneta, Antioquia, Colombia",Organizacion Corona
20806-Analista Soporte TIC Soporte Nivel 2,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
Aprendiz Técnico o Tecnólogo en Sistemas o Afines (30754),Colombia,Bancolombia
Auxiliar soporte técnico - Nivel 1,"Bogota, D.C., Capital District, Colombia",Cesde Institución Educativa
Aprendiz de Sistemas o Informática - Carrera técnica o tecnología,"Cali, Valle del Cauca, Colombia",COOMEVA
21002-Técnico de Soporte nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
Analista Implementación Soluciones - Conectividad,"Cali, Valle del Cauca, Colombia",ARUS Oficial
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,Colombia,"Seguros, tendencias y riesgos SURA"
Analista de Pruebas,"Bogota, D.C., Capital District, Colombia",ADA S.A.
20757-Técnico de Soporte Nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
20501-Técnico de Soporte Nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
20756-Técnico de Soporte Nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
Docente Informatica/Sistemas,"Cali, Valle del Cauca, Colombia",Colegio Ecológico Scout
Tecnólogo en sistemas- Medellin,"Medellin, Antioquia, Colombia",Soluciones Inmediatas S.A.S
Analista De Calidad Software,"Medellin, Antioquia, Colombia",ARUS Oficial
20755-Técnico de Soporte Nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
DIRECTOR DE IT (SECTOR FINTECH),"Bogota, D.C., Capital District, Colombia",ACIERTA HEADHUNTER
Ingeniero de Datos,"Bogota, D.C., Capital District, Colombia",Banco Unión
Analista de sistemas - Medellín,"Medellín, Antioquia, Colombia",Eficacia
AUXILIAR DE SOPORTE CALI - 49785,"Cali, Valle del Cauca, Colombia",Magneto Empleos
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Guainía, Colombia","Seguros, tendencias y riesgos SURA"
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,Cúcuta Metropolitan Area,"Seguros, tendencias y riesgos SURA"
Ingeniero de Datos,"Barranquilla, Atlántico, Colombia",Banco Unión
Analista Administrativo,"Bogota, D.C., Capital District, Colombia",Staffing de Colombia
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Vichada, Colombia","Seguros, tendencias y riesgos SURA"
Recepcionista,"Bogota, D.C., Capital District, Colombia",Grupo Alianza - Gestión Efectiva del Talento Humano
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Neiva, Huila, Colombia","Seguros, tendencias y riesgos SURA"
Capacitador / formador,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
Ingeniero de Datos,"Medellin, Antioquia, Colombia",Banco Unión
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Villavicencio, Meta, Colombia","Seguros, tendencias y riesgos SURA"
Desarollador WEB,"Bogota, D.C., Capital District, Colombia",ADA S.A.
Ingeniero(a) de Datos,"Capital District, Colombia",NTT DATA Europe & Latam
Pedagogo de Convenio JEC- Ciencia y Tecnologia,"Bogota, D.C., Capital District, Colombia",Compensar
Analista de Sistemas,"Bogota, D.C., Capital District, Colombia",ADA S.A.
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"San José del Guaviare, Guaviare, Colombia","Seguros, tendencias y riesgos SURA"
Ingeniero de Datos,"Cali, Valle del Cauca, Colombia",Banco Unión
Analista Junior QA,"Bogota, D.C., Capital District, Colombia",CCxC – Consulting Center for Competitiveness
Docente de Informática,"Bogota, D.C., Capital District, Colombia",ReclutaPro Colombia
Tecnico de soporte- Python,"Palmira, Valle del Cauca, Colombia",Organización Carvajal
Ingeniero de Datos,"Pereira, Risaralda, Colombia",Banco Unión
Jr Web Developer,"Bogota, D.C., Capital District, Colombia",ABCW Global
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Bucaramanga, Santander, Colombia","Seguros, tendencias y riesgos SURA"
Practicante De Sistemas,"Girón, Santander, Colombia",Metalteco
Desarrollador de Base de Datos,"Bogota, D.C., Capital District, Colombia",ADA S.A.
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Quibdó, Chocó, Colombia","Seguros, tendencias y riesgos SURA"
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Tunja, Boyacá, Colombia","Seguros, tendencias y riesgos SURA"
"Gestor de Problemas TI - ITIL - Bogotá, Colombia","Bogota, D.C., Capital District, Colombia",Kibernum
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Medellin, Antioquia, Colombia","Seguros, tendencias y riesgos SURA"
Analista de Seguridad Informática Nivel 1,"Bogota, D.C., Capital District, Colombia",Mercanet SAS
Analista de Soporte Técnico - SQL,"Medellín, Antioquia, Colombia",E-Global S.A.
PRACTICANTE DE INFORMATICA,"Cali, Valle del Cauca, Colombia",TRAVEL CENTER GROUP SAS
Analista de sistemas e infraestructura - Medellin,"Medellin, Antioquia, Colombia",Soluciones Inmediatas S.A.S
Asistente Técnico de Programa para Soluciones Digitales,"Bogota, D.C., Capital District, Colombia",World Food Programme
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Barranquilla, Atlántico, Colombia","Seguros, tendencias y riesgos SURA"
Analista Mesa de Servicio,"Medellin, Antioquia, Colombia",Grupo Réditos
20451-Líder de Soporte TIC,"Bogota, D.C., Capital District, Colombia",Magneto Empleos
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Yopal, Casanare, Colombia","Seguros, tendencias y riesgos SURA"
Auxiliar De Centro De Cómputo,"Medellin, Antioquia, Colombia",Leonisa S.A.
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Cali, Valle del Cauca, Colombia","Seguros, tendencias y riesgos SURA"
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Valledupar, Cesar, Colombia","Seguros, tendencias y riesgos SURA"
Analista de soluciones empresariales,Colombia,LPA Colombia
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Perímetro Urbano Ibagué, Tolima, Colombia","Seguros, tendencias y riesgos SURA"
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Popayán, Cauca, Colombia","Seguros, tendencias y riesgos SURA"
Analista calidad y procesos,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Cartagena, Bolívar, Colombia","Seguros, tendencias y riesgos SURA"
Ing Centro Servicio TI - Pool de Talento,Colombia,bvc-Bolsa de Valores de Colombia S.A.
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Santa Marta, Magdalena, Colombia","Seguros, tendencias y riesgos SURA"
TECNICO EN SISTEMAS,"Bogota, D.C., Capital District, Colombia",IT SISTESMAS Y SOLUCIONES SAS
Analista de Sistemas de Información,"Bogota, D.C., Capital District, Colombia",GHL Hoteles
Analista TIC - Profesional recién egresado o estudiante de últimos semestres de Ingeniería de Sistemas o carreras afines,"Bogota, D.C., Capital District, Colombia",MANPOWER PROFESSIONAL LTDA
Analista De Aplicaciones Y Monitoreo - Informatica,"Girardot, Cundinamarca, Colombia",Soporte Sa
Técnico de soporte - computo,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
Diseñador Web Gráfico,"Bogota, D.C., Capital District, Colombia",ADA S.A.
Junior Java Developer – Vizcaya,"Antioquia, Colombia",Teknei
ASISTENTE DE SISTEMA - TULUA VALLE DEL CAUCA.,"Tuluá, Valle del Cauca, Colombia",Magneto Empleos